asset,event_id,event_title,source_sheet,panel,source_kind,creator,credit,sha256
aubm_v4_continental_state,9280000,Compatibility Review: V4 Campaign State,tools/art_sources/v4_events/sheet_01_foundation.png,1,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,bcb7f72560927632f93e82f5d8cf13144cc2739dc5f23e75feeadd80673a386b
aubm_v4_india_world_war,9286222,The Declaration Against Swiss Socialist Republic,tools/art_sources/v4_events/sheet_17_wartime_strategy.png,1,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,5a51f0378768da3aab125bf945a6b7167558a260070054ef6bb37a3ab6cd2aa3
aubm_v4_india_world_war,9286223,The Declaration Against Socialist Yugoslavia,tools/art_sources/v4_events/sheet_17_wartime_strategy.png,1,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,5a51f0378768da3aab125bf945a6b7167558a260070054ef6bb37a3ab6cd2aa3
aubm_v4_india_world_war,9286224,The Declaration Against Socialist Albania,tools/art_sources/v4_events/sheet_17_wartime_strategy.png,1,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,5a51f0378768da3aab125bf945a6b7167558a260070054ef6bb37a3ab6cd2aa3
aubm_v4_india_world_war,9286225,The Declaration Against People's Republic of Bulgaria,tools/art_sources/v4_events/sheet_17_wartime_strategy.png,1,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,5a51f0378768da3aab125bf945a6b7167558a260070054ef6bb37a3ab6cd2aa3
aubm_v4_india_world_war,9286226,The Declaration Against Romanian People's Republic,tools/art_sources/v4_events/sheet_17_wartime_strategy.png,1,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,5a51f0378768da3aab125bf945a6b7167558a260070054ef6bb37a3ab6cd2aa3
aubm_v4_india_world_war,9286227,The Declaration Against Socialist Czechoslovakia,tools/art_sources/v4_events/sheet_17_wartime_strategy.png,1,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,5a51f0378768da3aab125bf945a6b7167558a260070054ef6bb37a3ab6cd2aa3
aubm_v4_india_world_war,9286228,The Declaration Against People's Republic of Poland,tools/art_sources/v4_events/sheet_17_wartime_strategy.png,1,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,5a51f0378768da3aab125bf945a6b7167558a260070054ef6bb37a3ab6cd2aa3
aubm_v4_india_world_war,9286229,The Declaration Against Democratic Republic of Greece,tools/art_sources/v4_events/sheet_17_wartime_strategy.png,1,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,5a51f0378768da3aab125bf945a6b7167558a260070054ef6bb37a3ab6cd2aa3
aubm_v4_india_world_war,9286230,The Declaration Against Democratic Spanish Union,tools/art_sources/v4_events/sheet_17_wartime_strategy.png,1,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,5a51f0378768da3aab125bf945a6b7167558a260070054ef6bb37a3ab6cd2aa3
aubm_v4_india_world_war,9286231,The Declaration Against Ostland,tools/art_sources/v4_events/sheet_17_wartime_strategy.png,1,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,5a51f0378768da3aab125bf945a6b7167558a260070054ef6bb37a3ab6cd2aa3
aubm_v4_india_world_war,9286232,The Declaration Against Ukraine Commissariat,tools/art_sources/v4_events/sheet_17_wartime_strategy.png,1,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,5a51f0378768da3aab125bf945a6b7167558a260070054ef6bb37a3ab6cd2aa3
aubm_v4_india_world_war,9286233,The Declaration Against Moscow Commissariat,tools/art_sources/v4_events/sheet_17_wartime_strategy.png,1,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,5a51f0378768da3aab125bf945a6b7167558a260070054ef6bb37a3ab6cd2aa3
aubm_v4_india_world_war,9286234,The Declaration Against General Government,tools/art_sources/v4_events/sheet_17_wartime_strategy.png,1,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,5a51f0378768da3aab125bf945a6b7167558a260070054ef6bb37a3ab6cd2aa3
aubm_v4_india_world_war,9286235,The Declaration Against Norway Commissariat,tools/art_sources/v4_events/sheet_17_wartime_strategy.png,1,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,5a51f0378768da3aab125bf945a6b7167558a260070054ef6bb37a3ab6cd2aa3
aubm_v4_india_world_war,9286236,The Declaration Against Netherlands Commissariat,tools/art_sources/v4_events/sheet_17_wartime_strategy.png,1,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,5a51f0378768da3aab125bf945a6b7167558a260070054ef6bb37a3ab6cd2aa3
aubm_v4_india_world_war,9286237,The Declaration Against Belgien-Nordfrankreich,tools/art_sources/v4_events/sheet_17_wartime_strategy.png,1,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,5a51f0378768da3aab125bf945a6b7167558a260070054ef6bb37a3ab6cd2aa3
aubm_v4_india_world_war,9286238,The Declaration Against Northern Ireland,tools/art_sources/v4_events/sheet_17_wartime_strategy.png,1,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,5a51f0378768da3aab125bf945a6b7167558a260070054ef6bb37a3ab6cd2aa3
aubm_v4_india_world_war,9286239,The Declaration Against England,tools/art_sources/v4_events/sheet_17_wartime_strategy.png,1,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,5a51f0378768da3aab125bf945a6b7167558a260070054ef6bb37a3ab6cd2aa3
aubm_v4_india_world_war,9286240,The Declaration Against Wales,tools/art_sources/v4_events/sheet_17_wartime_strategy.png,1,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,5a51f0378768da3aab125bf945a6b7167558a260070054ef6bb37a3ab6cd2aa3
aubm_v4_india_world_war,9286241,The Declaration Against Malta,tools/art_sources/v4_events/sheet_17_wartime_strategy.png,1,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,5a51f0378768da3aab125bf945a6b7167558a260070054ef6bb37a3ab6cd2aa3
aubm_v4_china_interior,9286242,The Declaration Against Brunei,tools/art_sources/v4_events/sheet_15_china_and_burma.png,4,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,deb68ee9f738372c48688beba899547de37c3885d2ab8e588099c663d4629f00
aubm_v4_china_interior,9286243,The Declaration Against Indochina,tools/art_sources/v4_events/sheet_15_china_and_burma.png,4,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,deb68ee9f738372c48688beba899547de37c3885d2ab8e588099c663d4629f00
aubm_v4_china_interior,9286244,The Declaration Against Indonesia,tools/art_sources/v4_events/sheet_15_china_and_burma.png,4,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,deb68ee9f738372c48688beba899547de37c3885d2ab8e588099c663d4629f00
aubm_v4_china_interior,9286245,The Declaration Against Kurdistan,tools/art_sources/v4_events/sheet_15_china_and_burma.png,4,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,deb68ee9f738372c48688beba899547de37c3885d2ab8e588099c663d4629f00
aubm_v4_china_interior,9286246,The Declaration Against Palestine,tools/art_sources/v4_events/sheet_15_china_and_burma.png,4,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,deb68ee9f738372c48688beba899547de37c3885d2ab8e588099c663d4629f00
aubm_v4_china_interior,9286247,The Declaration Against Primorsk,tools/art_sources/v4_events/sheet_15_china_and_burma.png,4,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,deb68ee9f738372c48688beba899547de37c3885d2ab8e588099c663d4629f00
aubm_v4_china_interior,9286248,The Declaration Against Sarawak,tools/art_sources/v4_events/sheet_15_china_and_burma.png,4,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,deb68ee9f738372c48688beba899547de37c3885d2ab8e588099c663d4629f00
aubm_v4_china_interior,9286249,The Declaration Against Siberia,tools/art_sources/v4_events/sheet_15_china_and_burma.png,4,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,deb68ee9f738372c48688beba899547de37c3885d2ab8e588099c663d4629f00
aubm_v4_china_interior,9286250,The Declaration Against Transural Republic,tools/art_sources/v4_events/sheet_15_china_and_burma.png,4,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,deb68ee9f738372c48688beba899547de37c3885d2ab8e588099c663d4629f00
aubm_v4_china_interior,9286251,The Declaration Against British Raj,tools/art_sources/v4_events/sheet_15_china_and_burma.png,4,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,deb68ee9f738372c48688beba899547de37c3885d2ab8e588099c663d4629f00
aubm_v4_china_interior,9286252,The Declaration Against Socialist Turkey,tools/art_sources/v4_events/sheet_15_china_and_burma.png,4,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,deb68ee9f738372c48688beba899547de37c3885d2ab8e588099c663d4629f00
aubm_v4_china_interior,9286253,The Declaration Against Hatay State,tools/art_sources/v4_events/sheet_15_china_and_burma.png,4,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,deb68ee9f738372c48688beba899547de37c3885d2ab8e588099c663d4629f00
aubm_v4_china_interior,9286254,The Declaration Against Caucasus Commissariat,tools/art_sources/v4_events/sheet_15_china_and_burma.png,4,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,deb68ee9f738372c48688beba899547de37c3885d2ab8e588099c663d4629f00
aubm_v4_china_interior,9286255,The Declaration Against Turkestan Commissariat,tools/art_sources/v4_events/sheet_15_china_and_burma.png,4,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,deb68ee9f738372c48688beba899547de37c3885d2ab8e588099c663d4629f00
aubm_v4_china_interior,9286256,The Declaration Against Hejaz,tools/art_sources/v4_events/sheet_15_china_and_burma.png,4,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,deb68ee9f738372c48688beba899547de37c3885d2ab8e588099c663d4629f00
aubm_v4_china_interior,9286257,The Declaration Against Qatar,tools/art_sources/v4_events/sheet_15_china_and_burma.png,4,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,deb68ee9f738372c48688beba899547de37c3885d2ab8e588099c663d4629f00
aubm_v4_china_interior,9286258,The Declaration Against Trucial States,tools/art_sources/v4_events/sheet_15_china_and_burma.png,4,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,deb68ee9f738372c48688beba899547de37c3885d2ab8e588099c663d4629f00
aubm_v4_china_interior,9286259,The Declaration Against Democratic Vietnam,tools/art_sources/v4_events/sheet_15_china_and_burma.png,4,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,deb68ee9f738372c48688beba899547de37c3885d2ab8e588099c663d4629f00
aubm_v4_china_interior,9286260,The Declaration Against Singapore,tools/art_sources/v4_events/sheet_15_china_and_burma.png,4,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,deb68ee9f738372c48688beba899547de37c3885d2ab8e588099c663d4629f00
aubm_v4_china_interior,9286261,The Declaration Against Kashmir,tools/art_sources/v4_events/sheet_15_china_and_burma.png,4,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,deb68ee9f738372c48688beba899547de37c3885d2ab8e588099c663d4629f00
aubm_v4_china_interior,9286262,The Declaration Against Ceylon,tools/art_sources/v4_events/sheet_15_china_and_burma.png,4,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,deb68ee9f738372c48688beba899547de37c3885d2ab8e588099c663d4629f00
aubm_v4_china_interior,9286263,The Declaration Against Kuwait,tools/art_sources/v4_events/sheet_15_china_and_burma.png,4,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,deb68ee9f738372c48688beba899547de37c3885d2ab8e588099c663d4629f00
aubm_v4_indian_ocean_war,9286264,The Declaration Against California,tools/art_sources/v4_events/sheet_16_widening_war.png,1,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,e1e9ab13cb5292b686709d4fbbba4a7616b29efeb8b9ab14822709c78800ce7a
aubm_v4_indian_ocean_war,9286265,The Declaration Against Confederate States,tools/art_sources/v4_events/sheet_16_widening_war.png,1,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,e1e9ab13cb5292b686709d4fbbba4a7616b29efeb8b9ab14822709c78800ce7a
aubm_v4_indian_ocean_war,9286266,The Declaration Against Quebec,tools/art_sources/v4_events/sheet_16_widening_war.png,1,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,e1e9ab13cb5292b686709d4fbbba4a7616b29efeb8b9ab14822709c78800ce7a
aubm_v4_indian_ocean_war,9286267,The Declaration Against Texas,tools/art_sources/v4_events/sheet_16_widening_war.png,1,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,e1e9ab13cb5292b686709d4fbbba4a7616b29efeb8b9ab14822709c78800ce7a
aubm_v4_indian_ocean_war,9286268,The Declaration Against Greater Colombia,tools/art_sources/v4_events/sheet_16_widening_war.png,1,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,e1e9ab13cb5292b686709d4fbbba4a7616b29efeb8b9ab14822709c78800ce7a
aubm_v4_indian_ocean_war,9286269,The Declaration Against Central America,tools/art_sources/v4_events/sheet_16_widening_war.png,1,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,e1e9ab13cb5292b686709d4fbbba4a7616b29efeb8b9ab14822709c78800ce7a
aubm_v4_indian_ocean_war,9286270,The Declaration Against West Indies,tools/art_sources/v4_events/sheet_16_widening_war.png,1,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,e1e9ab13cb5292b686709d4fbbba4a7616b29efeb8b9ab14822709c78800ce7a
aubm_v4_indian_ocean_war,9286271,The Declaration Against Jamaica,tools/art_sources/v4_events/sheet_16_widening_war.png,1,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,e1e9ab13cb5292b686709d4fbbba4a7616b29efeb8b9ab14822709c78800ce7a
aubm_v4_indian_ocean_war,9286272,The Declaration Against Trinidad and Tobago,tools/art_sources/v4_events/sheet_16_widening_war.png,1,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,e1e9ab13cb5292b686709d4fbbba4a7616b29efeb8b9ab14822709c78800ce7a
aubm_v4_liberated_territory,9286273,The Declaration Against Algeria,tools/art_sources/v4_events/sheet_11_fleet_and_war_aims.png,4,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,194d89904a5386e96226fe9fcaaf737148f9d9424126be843ffc5a7af2793bf3
aubm_v4_liberated_territory,9286274,The Declaration Against Angola,tools/art_sources/v4_events/sheet_11_fleet_and_war_aims.png,4,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,194d89904a5386e96226fe9fcaaf737148f9d9424126be843ffc5a7af2793bf3
aubm_v4_liberated_territory,9286275,The Declaration Against Arab Federation,tools/art_sources/v4_events/sheet_11_fleet_and_war_aims.png,4,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,194d89904a5386e96226fe9fcaaf737148f9d9424126be843ffc5a7af2793bf3
aubm_v4_liberated_territory,9286276,The Declaration Against Benin-Sahel,tools/art_sources/v4_events/sheet_11_fleet_and_war_aims.png,4,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,194d89904a5386e96226fe9fcaaf737148f9d9424126be843ffc5a7af2793bf3
aubm_v4_liberated_territory,9286277,The Declaration Against Cameroon,tools/art_sources/v4_events/sheet_11_fleet_and_war_aims.png,4,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,194d89904a5386e96226fe9fcaaf737148f9d9424126be843ffc5a7af2793bf3
aubm_v4_liberated_territory,9286278,The Declaration Against Congo,tools/art_sources/v4_events/sheet_11_fleet_and_war_aims.png,4,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,194d89904a5386e96226fe9fcaaf737148f9d9424126be843ffc5a7af2793bf3
aubm_v4_liberated_territory,9286279,The Declaration Against East African Union,tools/art_sources/v4_events/sheet_11_fleet_and_war_aims.png,4,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,194d89904a5386e96226fe9fcaaf737148f9d9424126be843ffc5a7af2793bf3
aubm_v4_liberated_territory,9286280,The Declaration Against Equatorial Africa,tools/art_sources/v4_events/sheet_11_fleet_and_war_aims.png,4,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,194d89904a5386e96226fe9fcaaf737148f9d9424126be843ffc5a7af2793bf3
aubm_v4_liberated_territory,9286281,The Declaration Against Gabon,tools/art_sources/v4_events/sheet_11_fleet_and_war_aims.png,4,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,194d89904a5386e96226fe9fcaaf737148f9d9424126be843ffc5a7af2793bf3
aubm_v4_liberated_territory,9286282,The Declaration Against Ghana,tools/art_sources/v4_events/sheet_11_fleet_and_war_aims.png,4,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,194d89904a5386e96226fe9fcaaf737148f9d9424126be843ffc5a7af2793bf3
aubm_v4_liberated_territory,9286283,The Declaration Against Guinea,tools/art_sources/v4_events/sheet_11_fleet_and_war_aims.png,4,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,194d89904a5386e96226fe9fcaaf737148f9d9424126be843ffc5a7af2793bf3
aubm_v4_liberated_territory,9286284,The Declaration Against Madagascar,tools/art_sources/v4_events/sheet_11_fleet_and_war_aims.png,4,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,194d89904a5386e96226fe9fcaaf737148f9d9424126be843ffc5a7af2793bf3
aubm_v4_liberated_territory,9286285,The Declaration Against Union of Mali,tools/art_sources/v4_events/sheet_11_fleet_and_war_aims.png,4,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,194d89904a5386e96226fe9fcaaf737148f9d9424126be843ffc5a7af2793bf3
aubm_v4_liberated_territory,9286286,The Declaration Against Morocco,tools/art_sources/v4_events/sheet_11_fleet_and_war_aims.png,4,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,194d89904a5386e96226fe9fcaaf737148f9d9424126be843ffc5a7af2793bf3
aubm_v4_liberated_territory,9286287,The Declaration Against Mozambique,tools/art_sources/v4_events/sheet_11_fleet_and_war_aims.png,4,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,194d89904a5386e96226fe9fcaaf737148f9d9424126be843ffc5a7af2793bf3
aubm_v4_liberated_territory,9286288,The Declaration Against Namibia,tools/art_sources/v4_events/sheet_11_fleet_and_war_aims.png,4,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,194d89904a5386e96226fe9fcaaf737148f9d9424126be843ffc5a7af2793bf3
aubm_v4_liberated_territory,9286289,The Declaration Against Nigeria,tools/art_sources/v4_events/sheet_11_fleet_and_war_aims.png,4,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,194d89904a5386e96226fe9fcaaf737148f9d9424126be843ffc5a7af2793bf3
aubm_v4_liberated_territory,9286290,The Declaration Against Rhodesia-Nyasaland,tools/art_sources/v4_events/sheet_11_fleet_and_war_aims.png,4,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,194d89904a5386e96226fe9fcaaf737148f9d9424126be843ffc5a7af2793bf3
aubm_v4_liberated_territory,9286291,The Declaration Against Sierra Leone,tools/art_sources/v4_events/sheet_11_fleet_and_war_aims.png,4,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,194d89904a5386e96226fe9fcaaf737148f9d9424126be843ffc5a7af2793bf3
aubm_v4_liberated_territory,9286292,The Declaration Against Somalia,tools/art_sources/v4_events/sheet_11_fleet_and_war_aims.png,4,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,194d89904a5386e96226fe9fcaaf737148f9d9424126be843ffc5a7af2793bf3
aubm_v4_liberated_territory,9286293,The Declaration Against Sudan,tools/art_sources/v4_events/sheet_11_fleet_and_war_aims.png,4,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,194d89904a5386e96226fe9fcaaf737148f9d9424126be843ffc5a7af2793bf3
aubm_v4_liberated_territory,9286294,The Declaration Against Tunisia,tools/art_sources/v4_events/sheet_11_fleet_and_war_aims.png,4,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,194d89904a5386e96226fe9fcaaf737148f9d9424126be843ffc5a7af2793bf3
aubm_v4_liberated_territory,9286295,The Declaration Against Italian East Africa,tools/art_sources/v4_events/sheet_11_fleet_and_war_aims.png,4,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,194d89904a5386e96226fe9fcaaf737148f9d9424126be843ffc5a7af2793bf3
aubm_v4_liberated_territory,9286296,The Declaration Against Uganda,tools/art_sources/v4_events/sheet_11_fleet_and_war_aims.png,4,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,194d89904a5386e96226fe9fcaaf737148f9d9424126be843ffc5a7af2793bf3
aubm_v4_liberated_territory,9286297,The Declaration Against Upper Volta,tools/art_sources/v4_events/sheet_11_fleet_and_war_aims.png,4,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,194d89904a5386e96226fe9fcaaf737148f9d9424126be843ffc5a7af2793bf3
aubm_v4_liberated_territory,9286298,The Declaration Against Central Africa,tools/art_sources/v4_events/sheet_11_fleet_and_war_aims.png,4,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,194d89904a5386e96226fe9fcaaf737148f9d9424126be843ffc5a7af2793bf3
aubm_v4_liberated_territory,9286299,The Declaration Against Chad,tools/art_sources/v4_events/sheet_11_fleet_and_war_aims.png,4,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,194d89904a5386e96226fe9fcaaf737148f9d9424126be843ffc5a7af2793bf3
aubm_v4_liberated_territory,9286300,The Declaration Against Congo-Brazzaville,tools/art_sources/v4_events/sheet_11_fleet_and_war_aims.png,4,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,194d89904a5386e96226fe9fcaaf737148f9d9424126be843ffc5a7af2793bf3
aubm_v4_liberated_territory,9286301,The Declaration Against Gambia,tools/art_sources/v4_events/sheet_11_fleet_and_war_aims.png,4,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,194d89904a5386e96226fe9fcaaf737148f9d9424126be843ffc5a7af2793bf3
aubm_v4_liberated_territory,9286302,The Declaration Against Ivory Coast,tools/art_sources/v4_events/sheet_11_fleet_and_war_aims.png,4,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,194d89904a5386e96226fe9fcaaf737148f9d9424126be843ffc5a7af2793bf3
aubm_v4_liberated_territory,9286303,The Declaration Against Kenya,tools/art_sources/v4_events/sheet_11_fleet_and_war_aims.png,4,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,194d89904a5386e96226fe9fcaaf737148f9d9424126be843ffc5a7af2793bf3
aubm_v4_liberated_territory,9286304,The Declaration Against Mauritania,tools/art_sources/v4_events/sheet_11_fleet_and_war_aims.png,4,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,194d89904a5386e96226fe9fcaaf737148f9d9424126be843ffc5a7af2793bf3
aubm_v4_liberated_territory,9286305,The Declaration Against Niger,tools/art_sources/v4_events/sheet_11_fleet_and_war_aims.png,4,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,194d89904a5386e96226fe9fcaaf737148f9d9424126be843ffc5a7af2793bf3
aubm_v4_liberated_territory,9286306,The Declaration Against Rwanda,tools/art_sources/v4_events/sheet_11_fleet_and_war_aims.png,4,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,194d89904a5386e96226fe9fcaaf737148f9d9424126be843ffc5a7af2793bf3
aubm_v4_liberated_territory,9286307,The Declaration Against Senegal,tools/art_sources/v4_events/sheet_11_fleet_and_war_aims.png,4,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,194d89904a5386e96226fe9fcaaf737148f9d9424126be843ffc5a7af2793bf3
